Gyro_x,Gyro_y,Gyro_z,Acc_x,Acc_y,Acc_z,Euler_x,Euler_y,Euler_z,Quat_0,Quat_1,Quat_2,Quat_3
-53.25,-3.125,9.0625,-2.72,3.55,8.96,-18.875,-19,299.375,-0.840332,-0.0516357,-0.223938,-0.490967
-55.5625,-3.9375,12.375,-2.5,3.64,8.98,-17.875,-18.8125,298.938,-0.839722,-0.0444946,-0.218567,-0.495117
-57,-3.625,16.6875,-2.4,3.66,9.13,-17.375,-18.75,298.625,-0.83905,-0.0408936,-0.21582,-0.497681
-58.25,-3.5,21.5625,-2.5,3.66,9.35,-16.875,-18.625,298.25,-0.838257,-0.0372925,-0.212769,-0.500671
-61.3125,-5.3125,26.125,-2.72,3.65,9.35,-16.875,-18.625,298.25,-0.838257,-0.0372925,-0.212769,-0.500671
-65.9375,-7.75,29,-3.21,3.59,9.49,-16.3125,-18.4375,297.875,-0.837402,-0.0334473,-0.209351,-0.503845
-71.6875,-10.8125,29.125,-3.31,3.48,9.4,-15,-18.0625,297.125,-0.835754,-0.0249023,-0.201172,-0.510315
-77.4375,-12.5,26.75,-3.38,3.39,9.08,-14.3125,-17.9375,296.812,-0.835144,-0.0200195,-0.196716,-0.513306
-81.6875,-11.75,22.625,-3.44,3.22,9.08,-13.5,-17.8125,296.5,-0.834656,-0.0147095,-0.192444,-0.515869
-84.3125,-8.4375,17.25,-3.31,3.01,8.59,-13.5,-17.8125,296.5,-0.834656,-0.0147095,-0.192444,-0.515869
-84.0625,-1.375,11.8125,-3.09,2.93,8.21,-12.75,-17.75,296.312,-0.834229,-0.0090332,-0.18866,-0.518066
-80.375,7.125,8,-2.78,2.86,7.62,-11.3125,-17.9375,295.875,-0.833252,0.00256348,-0.183594,-0.521484
-72.75,16.375,6.4375,-2.42,2.78,7.51,-10.75,-18.1875,295.688,-0.832458,0.00799561,-0.182678,-0.52301
-63,26.0625,8.125,-1.96,2.55,7.51,-10.3125,-18.5,295.438,-0.83136,0.0130615,-0.182922,-0.524658
-52.125,36.125,12,-1.99,2.48,7.51,-10.3125,-18.5,295.438,-0.83136,0.0130615,-0.182922,-0.524658
-41,44.0625,16.625,-2.18,2.46,7.58,-10,-18.875,295.188,-0.829834,0.0176392,-0.184204,-0.526367
-31.375,49.25,21.0625,-2.33,2.47,7.82,-9.6875,-19.8125,294.562,-0.826111,0.0252686,-0.189026,-0.530212
-22.6875,52.6875,24.5,-2.58,2.43,7.92,-9.6875,-20.25,294.25,-0.823975,0.0282593,-0.192261,-0.532288
-13.75,54.875,28,-2.72,2.45,7.92,-9.75,-20.75,293.875,-0.821655,0.0305786,-0.195923,-0.534424
-5.4375,54.875,30.9375,-2.92,2.49,8.02,-9.75,-20.75,293.875,-0.821655,0.0305786,-0.195923,-0.534424
2,54.875,32.5625,-3.4,2.57,8.3,-9.9375,-21.1875,293.562,-0.819275,0.0324097,-0.19989,-0.536499
7.5,55.0625,32.6875,-3.55,2.6,8.35,-10.4375,-22.1875,292.875,-0.814453,0.0350952,-0.208618,-0.540283
11.0625,56.4375,31.5625,-3.6,2.65,8.16,-10.75,-22.6875,292.562,-0.812073,0.0362549,-0.213379,-0.541931
14.3125,58.5,30.5625,-3.55,2.73,8.09,-11.0625,-23.1875,292.25,-0.809631,0.0372314,-0.218445,-0.543457
18.25,60.5,30.125,-3.43,2.84,8.09,-11.0625,-23.1875,292.25,-0.809631,0.0372314,-0.218445,-0.543457
22.1875,62,30.5625,-3.4,2.89,8.11,-11.5,-23.6875,291.938,-0.807129,0.0379639,-0.223816,-0.544983
24.875,64.3125,31.6875,-3.5,2.93,8.04,-12.375,-24.8125,291.25,-0.801758,0.0392456,-0.235352,-0.547913
27.125,67.125,33,-3.62,2.98,7.88,-12.875,-25.4375,290.938,-0.798889,0.039856,-0.241638,-0.549316
29.625,70.625,33.3125,-4.06,3.05,7.83,-13.4375,-26.0625,290.938,-0.795959,0.0404053,-0.248169,-0.550659
31.8125,73.1875,32.875,-4.25,3.12,7.95,-13.4375,-26.0625,290.625,-0.795959,0.0404053,-0.248169,-0.550659
32.75,77.5,31.125,-4.43,3.2,7.97,-14,-26.6875,290.312,-0.792969,0.0411377,-0.255005,-0.551758
32.875,84,28.875,-4.52,3.26,7.21,-15.125,-28.1875,289.75,-0.786743,0.0436401,-0.269958,-0.553406
33.875,90.8125,26.8125,-4.36,3.39,7.05,-15.75,-29.0625,289.438,-0.783386,0.045166,-0.27832,-0.553894
37,98.1875,26,-4.33,3.43,7.05,-16.4375,-29.9375,289.188,-0.779785,0.0466919,-0.287292,-0.55426
41.8125,104.5,26.4375,-4.35,3.5,6.96,-16.4375,-29.9375,289.188,-0.779785,0.0466919,-0.287292,-0.55426
46.9375,110.438,27.75,-4.62,3.57,6.69,-17.25,-30.875,288.875,-0.776001,0.0480347,-0.296875,-0.554443
52.5625,118.812,29.0625,-4.78,3.67,6.47,-19.125,-33,288.25,-0.767212,0.0509033,-0.318542,-0.554321
59.0625,130.188,29.5,-4.88,3.82,6.25,-20.25,-34.1875,287.938,-0.762207,0.0524902,-0.330994,-0.553833
66.0625,142.5,29.875,-4.9,3.91,6.12,-21.5625,-35.5,287.938,-0.756653,0.0540771,-0.344421,-0.553101
73.4375,153.562,31.5,-5.11,3.92,6.33,-21.5625,-35.5,287.625,-0.756653,0.0540771,-0.344421,-0.553101
78.5625,162.938,35.125,-5.48,3.94,6.45,-22.9375,-36.8125,287.312,-0.750549,0.0556641,-0.358643,-0.552246
80.75,172.375,38.6875,-6.05,4,6.43,-26.1875,-39.625,286.438,-0.73645,0.0595703,-0.388916,-0.550293
81.125,183.438,39.5625,-6.76,4.09,6.31,-28,-41.1875,286,-0.728638,0.0623779,-0.404968,-0.548828
81.75,195.688,36.5625,-7.76,4.23,5.52,-29.9375,-42.75,285.562,-0.720459,0.0656128,-0.421692,-0.546692
84.8125,206,31.4375,-7.9,4.22,5.09,-29.9375,-42.75,285.562,-0.720459,0.0656128,-0.421692,-0.546692
91.0625,211.812,26.8125,-7.8,4.24,4.82,-32.0625,-44.375,285.25,-0.712036,0.0688477,-0.438843,-0.543762
98.625,216.125,25.3125,-7.68,4.31,4.57,-36.9375,-47.5625,284.562,-0.694092,0.0745239,-0.474426,-0.536316
106.688,219.438,27.125,-8.09,4.55,4.11,-39.8125,-49.0625,284.25,-0.684448,0.0765991,-0.492615,-0.532043
114.375,220.75,30.3125,-8.59,4.68,4.11,-42.875,-50.4375,284.25,-0.674438,0.078186,-0.510864,-0.527344
120.438,220.25,32.4375,-9.08,4.82,4.2,-42.875,-50.4375,283.938,-0.674438,0.078186,-0.510864,-0.527344
122.938,217,32,-9.88,5.07,4.7,-46.1875,-51.75,283.625,-0.664307,0.0794067,-0.528748,-0.522278
120.188,213,28.75,-10.21,5.15,4.74,-53,-54,283.062,-0.644226,0.0824585,-0.562561,-0.511536
113.188,207.125,23.125,-10.33,5.22,4.61,-56.25,-54.9375,282.875,-0.634888,0.0844727,-0.577698,-0.506042
104,195.625,16.3125,-10.3,5.25,4.53,-59.375,-55.8125,282.688,-0.626282,0.0866699,-0.591248,-0.500671
92.8125,179.312,9.5,-9.87,5.26,4.78,-59.375,-55.8125,282.688,-0.626282,0.0866699,-0.591248,-0.500671
78.5,161.125,3.9375,-9.56,5.33,4.9,-62.1875,-56.5,282.562,-0.618591,0.0891724,-0.603088,-0.495728
61.375,142.438,0.125,-9.27,5.32,4.88,-66.8125,-57.625,282.25,-0.605713,0.0949097,-0.621094,-0.48822
42.1875,123.5,-1.9375,-8.94,5.37,4.82,-68.5,-58.0625,282,-0.600403,0.0982056,-0.627319,-0.486084
21.9375,104.562,-1.75,-8.18,5.34,4.56,-69.75,-58.0625,282,-0.595764,0.101624,-0.631775,-0.485352
1.5625,86.375,1.4375,-7.9,5.24,4.32,-69.75,-58.3125,281.625,-0.595764,0.101624,-0.631775,-0.485352
-17.1875,71.75,6.625,-7.85,5.12,4.05,-70.6875,-58.5,281.125,-0.591553,0.105042,-0.634705,-0.486023
-33.875,62.1875,12.375,-7.92,4.98,3.56,-71.875,-58.625,279.812,-0.583191,0.112366,-0.637573,-0.490662
-46.4375,56.5625,16.9375,-8.45,4.72,2.57,-72.1875,-58.5625,279,-0.579041,0.11615,-0.638062,-0.49408
-54.5,51.875,19.25,-8.72,4.44,2.39,-72.4375,-58.5625,278.188,-0.575012,0.120239,-0.638123,-0.497681
-60.6875,50,17.75,-8.85,4.25,2.09,-72.4375,-58.5625,278.188,-0.575012,0.120239,-0.638123,-0.497681
-64.125,51.5625,13.5625,-8.72,4.06,1.04,-72.6875,-58.5625,277.438,-0.570984,0.124817,-0.638062,-0.501282
-62.375,51.875,9.3125,-8.39,4.07,0.79,-73.125,-58.6875,276,-0.563599,0.133789,-0.637939,-0.507446
-56.375,47.3125,8.1875,-7.89,4.16,0.87,-73.3125,-58.6875,275.312,-0.560303,0.137207,-0.637878,-0.510254
-49.875,40.5625,12.4375,-7.39,4.35,1.21,-73.3125,-58.6875,275.312,-0.557007,0.139587,-0.637695,-0.513428
-45.875,32.6875,22.625,-6.77,4.93,2.36,-73.5,-58.5625,274.625,-0.557007,0.139587,-0.637695,-0.513428
-47.5625,18.0625,37.875,-6.64,5.11,3.1,-73.4375,-58.3125,273.875,-0.553833,0.140564,-0.636902,-0.517578
-55.8125,-1.5,56.4375,-6.82,5.28,3.7,-72.4375,-57,271.812,-0.548035,0.137939,-0.631653,-0.530701
-68.1875,-26.9375,76.3125,-7.28,5.44,4.18,-71.1875,-55.9375,270.562,-0.546021,0.133972,-0.626099,-0.540283
-84.125,-61.9375,95.375,-8.22,5.78,5.54,-69.375,-54.5625,269.25,-0.545044,0.128174,-0.617798,-0.552124
-104.75,-101.75,112.188,-8.51,6.13,6.29,-69.375,-54.5625,269.25,-0.545044,0.128174,-0.617798,-0.552124
-131.188,-139.5,127,-8.52,6.65,6.86,-67,-52.9375,267.75,-0.544861,0.121094,-0.606506,-0.566223
-162.938,-171.938,142.5,-8.25,7.32,7.27,-61.125,-48.6875,266.125,-0.544922,0.104187,-0.574463,-0.601868
-199.125,-199.812,162.75,-6.93,8.69,7.99,-57.8125,-46,262.125,-0.543701,0.0945435,-0.553467,-0.623779
-237.688,-222.75,190.188,-6.1,9.21,8.38,-57.8125,-46,262.125,-0.540466,0.0840454,-0.529358,-0.64856
-276.562,-239.688,225.125,-5.76,9.44,8.62,-54.4375,-42.875,259.562,-0.540466,0.0840454,-0.529358,-0.64856
-312.75,-251.562,264.562,-6.7,9.56,8.94,-51.0625,-39.375,256.688,-0.534607,0.0726318,-0.502197,-0.675842
-343.438,-267.125,298.688,-9.57,10.88,9.73,-44.25,-31.375,250.188,-0.516174,0.0465088,-0.438354,-0.734314
-367.688,-288,320.25,-10.58,12.04,10.07,-40.6875,-27.0625,246.938,-0.505066,0.0321045,-0.401917,-0.763123
-384.125,-306.75,327.562,-11.03,13.11,10.28,-37.125,-22.625,243.875,-0.493225,0.0170898,-0.363098,-0.790283
-395.312,-321.562,326.875,-9.79,13.17,10.52,-37.125,-22.625,243.875,-0.493225,0.0170898,-0.363098,-0.790283
-405,-330.625,327.438,-8.88,12.51,9.97,-33.4375,-18.1875,240.938,-0.480286,0.00183105,-0.322327,-0.815735
-410.75,-330.25,329.312,-8.06,11.78,9.17,-26.125,-9.5625,238.062,-0.450073,-0.0276489,-0.237915,-0.860291
-409.375,-322.062,328.062,-7.51,10.96,8.16,-22.4375,-5.5,232.5,-0.433411,-0.0418091,-0.195862,-0.878662
-399.75,-316.188,321.5,-5.61,8.85,6.29,-22.4375,-5.5,232.5,-0.416382,-0.0561523,-0.154785,-0.894165
-381.812,-312.812,310.875,-4.43,7.94,5.94,-18.875,-1.625,229.938,-0.416382,-0.0561523,-0.154785,-0.894165
-360.562,-307.188,298.062,-3.25,7.07,5.58,-15.375,2,227.5,-0.39917,-0.0704956,-0.115173,-0.90686
-338.188,-294.875,283.688,-2.21,6.12,5.06,-8.625,8.5625,223,-0.364868,-0.0973511,-0.0422974,-0.924988
-314.5,-277.25,268.625,-0.5,4.25,4.86,-5.4375,11.3125,221,-0.348206,-0.109375,-0.00952148,-0.930969
-291,-258.375,252.375,-0.06,3.46,4.97,-2.375,13.8125,219.062,-0.332031,-0.120483,0.0209351,-0.935303
-269.812,-241,236.875,0.12,2.67,4.53,-2.375,13.8125,219.062,-0.332031,-0.120483,0.0209351,-0.935303
-247.062,-222.312,222.188,0.25,1.81,3.5,0.5,16,217.25,-0.316406,-0.130676,0.0489502,-0.938293
-216.5,-199.938,206.062,0.31,0.1,1.79,5.625,17.875,215.5,-0.28772,-0.147766,0.0945435,-0.941528
-180.312,-173,185.125,0.56,-0.64,1.56,7.625,20.5,212.625,-0.27594,-0.153748,0.111206,-0.942261
-143.812,-135,156.25,0.83,-1.27,1.52,7.625,20.5,212.625,-0.27594,-0.156494,0.123352,-0.94281
-109.688,-81.3125,119,0.78,-2.49,0.47,9.1875,21.125,211.625,-0.267151,-0.156494,0.123352,-0.94281
-76.75,-16.0625,73.6875,0.41,-2.65,-0.04,10.1875,21.1875,211,-0.262085,-0.155273,0.130798,-0.94342
-40.25,55.125,23.5625,0.16,-2.89,-0.38,10.4375,19.4375,211.312,-0.265015,-0.139709,0.130066,-0.94519
-1.75,128.938,-27.8125,0.14,-3.09,-0.65,9.6875,17.625,211.312,-0.272827,-0.125061,0.121338,-0.946167
40,204.812,-76.125,-0.34,-2.63,-0.67,8.4375,15.1875,213.375,-0.284119,-0.106628,0.10675,-0.946838
88.125,270.688,-119.062,-0.74,-2.62,-0.33,8.4375,15.1875,213.375,-0.284119,-0.106628,0.10675,-0.946838
142.062,308.5,-153.062,-1.36,-2.13,0.63,6.5625,12.4375,214.875,-0.297668,-0.086731,0.0866089,-0.946777
195.75,314.125,-175.75,-2.34,-1.33,1.95,1.625,6.6875,216.562,-0.328125,-0.050415,0.032959,-0.942688
242.938,309.875,-196.562,-5.69,0.68,3.19,-1.25,3.625,220.375,-0.345337,-0.0338745,0.000671387,-0.937866
283.875,314.062,-223.875,-7.75,2.44,3.3,-1.25,3.625,220.375,-0.345337,-0.0338745,-0.0351562,-0.930359
322.875,327.875,-258.438,-8.28,4.45,4.02,-4.4375,0.375,222.75,-0.364563,-0.017334,-0.0351562,-0.930359
357.875,351.688,-297.062,-7.36,6.03,5.54,-7.8125,-3.3125,225.5,-0.385864,0.000183105,-0.0744629,-0.919556
380.062,387.562,-333.062,-4.63,7.22,7.72,-14.625,-12.375,231.938,-0.431824,0.0431519,-0.160217,-0.886536
388.562,433.875,-359.25,-4.18,7.18,7.3,-17.8125,-12.375,231.938,-0.453857,0.0690918,-0.205017,-0.864441
391.438,471,-371.438,-4.38,7.05,6.5,-20.9375,-23.3125,238.938,-0.474121,0.0948486,-0.249573,-0.838989
396.562,475.375,-370.875,-7.32,7.32,6.87,-20.9375,-23.3125,238.938,-0.474121,0.0948486,-0.249573,-0.838989
402.312,449,-367.312,-9.09,8.32,7.49,-24.0625,-28.625,242.562,-0.493042,0.118042,-0.292603,-0.810791
403.188,403.75,-365.5,-10.33,9.69,8.68,-27.0625,-33.6875,246.438,-0.511292,0.153076,-0.368652,-0.748413
393.688,338.688,-364.812,-10.33,10.62,10.72,-31.75,-42.25,254.812,-0.548584,0.164673,-0.39801,-0.716553
361.812,262.25,-365.625,-8.64,10.96,13.75,-31.75,-42.25,254.812,-0.548584,0.164673,-0.420349,-0.686035
306.062,198.75,-362.812,-7.44,10.36,13.96,-32.875,-45.75,259.188,-0.567627,0.174561,-0.420349,-0.686035
233.812,154.688,-354.688,-6.34,9.64,13.13,-32.875,-48.875,263.312,-0.585693,0.184753,-0.43573,-0.65802
158.812,130.188,-338.375,-5.53,8.61,11.38,-30.125,-54.3125,267.062,-0.615417,0.209961,-0.451355,-0.611084
95.375,122.688,-315.812,-5.6,5.89,6.78,-28,-54.3125,270.375,-0.62616,0.224915,-0.45575,-0.591248
55.3125,131.938,-290.875,-6.39,4.58,4.4,-25.75,-59.1875,273.25,-0.63446,0.240295,-0.460388,-0.572449
41.75,147.375,-268.312,-7.19,3.33,2.2,-25.75,-59.1875,275.875,-0.63446,0.240295,-0.460388,-0.572449
52.375,154.688,-245.812,-7.96,2.91,0.52,-23.5,-61.5625,278.312,-0.641174,0.254456,-0.466064,-0.553955
84.5625,154.188,-216.375,-7.72,4.88,-1.34,-20.6875,-63.75,280.75,-0.651733,0.272034,-0.483215,-0.517456
127.188,144.188,-174.625,-6.24,6.5,-1.59,-21,-67.25,285.125,-0.655151,0.27301,-0.495178,-0.501038
170.812,131.25,-114.125,-4.64,8.01,-1.7,-21,-67.25,285.125,-0.655151,0.27301,-0.509583,-0.487854
208.625,115.125,-31.125,-1.54,10.06,-0.73,-23.375,-68.375,286.75,-0.656311,0.267578,-0.509583,-0.487854
233.312,91.4375,70.6875,-0.35,10.53,-0.23,-28.1875,-68.875,287.5,-0.654602,0.25531,-0.525696,-0.479553
249.188,73.25,185.875,-0.86,11.91,0.54,-44.8125,-67.125,287.312,-0.637817,0.210449,-0.564026,-0.480408
259.5,73.4375,311.375,-2.52,13.78,2.06,-54.375,-67.125,286,-0.621094,0.179443,-0.585388,-0.489319
254.625,74.625,422.875,-9.21,16.41,8.77,-62.75,-64.5,283.5,-0.59906,0.145508,-0.605652,-0.503052
225.062,76.0625,507.375,-13.61,17.42,11.33,-62.75,-60.6875,279.938,-0.59906,0.145508,-0.605652,-0.503052
165.438,82.4375,551.25,-18.12,18.16,12.37,-69.0625,-56.125,275.375,-0.572754,0.112305,-0.622925,-0.520874
87.3125,82.5625,546.75,-20.56,18.58,11.21,-73.25,-51.375,270.312,-0.517822,0.0581665,-0.641541,-0.562988
10.5,62.5,503.688,-16.69,17.28,10.94,-76.375,-46.875,265.188,-0.493713,0.038208,-0.641968,-0.585327
-61.0625,37.375,449.688,-11.85,16.42,10.61,-76.375,-42.6875,260.25,-0.493713,0.038208,-0.641968,-0.609253
-129.125,25.8125,417.812,-7.27,15.9,9.87,-76.125,-38.8125,255.375,-0.470947,0.0222168,-0.637573,-0.609253
-191,28.1875,418.312,-4.34,15.42,8.74,-75.25,-35,250.25,-0.447205,0.00872803,-0.629211,-0.635681
-239.75,29.625,443.75,-4.33,14.51,6.12,-72.0625,-30.9375,244.688,-0.39325,-0.0182495,-0.601929,-0.694824
-270.312,19,475.062,-5.55,13.93,5.36,-70,-26.5625,239,-0.36438,-0.0340576,-0.583679,-0.724854
-284.188,-2.9375,494.375,-6.91,13.37,4.81,-70,-22.0625,233.375,-0.335876,-0.0515137,-0.563354,-0.753113
-283.812,-28.9375,496.188,-8.39,11.4,3.4,-67.8125,-17.5,228.062,-0.335876,-0.0515137,-0.563354,-0.753113
-272.875,-52.625,480.562,-8.07,9.81,2.84,-65.5,-13,223.188,-0.308655,-0.0699463,-0.541809,-0.778687
-252.125,-70.125,449.125,-7.4,8.18,2.18,-61.3125,-8.8125,218.938,-0.260681,-0.105835,-0.499817,-0.819153
-224.562,-73.75,407.25,-6.58,6.69,1.39,-61.3125,-5,215.25,-0.240295,-0.120972,-0.481689,-0.834045
-192.062,-62.875,356.438,-4.97,3.6,-0.78,-59.5,-1.6875,212.125,-0.240295,-0.120972,-0.481689,-0.845642
-154.625,-39.0625,299.875,-4.67,2.31,-1.77,-58,0.9375,209.438,-0.222229,-0.132751,-0.466736,-0.845642
-111,-5.8125,238.312,-4.79,1.15,-2.43,-56.875,2.9375,207.188,-0.206604,-0.140442,-0.455933,-0.854248
-62.4375,30.75,171.5,-5.36,0.21,-2.8,-56.25,4.125,205.375,-0.184265,-0.142273,-0.448792,-0.862793
-12.8125,67.8125,97.75,-5.4,0.33,-2.05,-56,4.5625,204.062,-0.178711,-0.135925,-0.452637,-0.862976
33.6875,103.188,16.875,-5.02,0.93,-0.84,-56.25,4.125,203.375,-0.178711,-0.124329,-0.460876,-0.860657
73.875,139.25,-66,-4.54,1.4,0.33,-56.9375,2.875,203.25,-0.177307,-0.124329,-0.460876,-0.860657
104.5,174.938,-145.312,-4.3,1.64,1.32,-57.9375,0.75,203.688,-0.179932,-0.107483,-0.472473,-0.856018
125.125,202.75,-216.562,-5.12,1.71,2.13,-59.125,-2,204.688,-0.186279,-0.06073,-0.501648,-0.840332
138.938,221.875,-280.812,-6.57,2.05,2.11,-60.5,-5.375,206.25,-0.209351,-0.0321045,-0.5177,-0.828918
151.688,236.062,-339.375,-8.4,2.8,1.66,-62.0625,-9.375,208.312,-0.209351,-0.0321045,-0.5177,-0.814514
170.312,252.25,-392.125,-9.97,3.97,1.09,-63.8125,-13.875,210.875,-0.225098,-0.000305176,-0.534729,-0.814514
197.312,264.375,-436.75,-9.73,6.63,1.02,-65.875,-18.75,213.875,-0.242981,0.0338135,-0.552734,-0.796448
227.812,265.375,-472,-8.76,7.68,2.21,-68.3125,-24,217.438,-0.283691,0.103882,-0.589905,-0.748779
251.312,256.75,-494.438,-7.96,8.13,3.82,-71.0625,-29.3125,221.438,-0.305969,0.137939,-0.606689,-0.720642
258.438,237.438,-509.812,-7.22,7.38,5,-74,-34.75,226,-0.329224,0.171082,-0.620605,-0.690796
251.375,215.188,-522.312,-6.99,7.44,4.3,-77,-40.125,230.938,-0.329224,0.171082,-0.620605,-0.690796
240.375,191.562,-527.375,-6.79,8.29,3.35,-80.125,-45.5,236.25,-0.352905,0.202942,-0.63147,-0.659912
229.25,158.188,-517.75,-5.84,9.66,3.35,-83.1875,-50.6875,241.812,-0.376831,0.232239,-0.644043,-0.598572
213.625,117.25,-492.875,-0.96,10.38,5.12,-86.1875,-55.5,247.5,-0.422852,0.280151,-0.645508,-0.570984
184.75,77.5,-454.25,-0.1,9.29,5.04,-88.875,-59.9375,253,-0.422852,0.280151,-0.645508,-0.570984
143.75,45.125,-397.375,-0.26,7.62,5,-91.0625,-63.8125,257.875,-0.442627,0.298706,-0.644287,-0.547546
97.9375,15.5625,-326.062,-1.27,5.86,4.79,-92.5625,-66.9375,261.812,-0.459167,0.313354,-0.640869,-0.529358
52.125,-14.375,-250.375,-7.16,3.34,3.13,-93.0625,-69.375,264.812,-0.472412,0.324158,-0.630005,-0.509766
13.875,-32.9375,-186.25,-10.1,3.35,1.33,-92.5625,-71.1875,266.812,-0.482666,0.338379,-0.624146,-0.50531
-7,-36.8125,-142.188,-11.68,3.97,-1.18,-91.5,-72.5625,268.25,-0.490479,0.338379,-0.619385,-0.501831
-4.5625,-32.375,-112.25,-11.95,4.86,-3.17,-90.5,-73.6875,269.375,-0.496826,0.343079,-0.619385,-0.501831
20.125,-29.75,-81.3125,-9.32,7.07,-4.76,-89.6875,-74.4375,270.438,-0.50238,0.345215,-0.616577,-0.49823
60.5,-24.8125,-33.875,-8.13,8.59,-3.48,-89.375,-74.75,271.375,-0.506897,0.343384,-0.621643,-0.491089
100.812,-16,36.5625,-6.74,9.96,-1.12,-89.8125,-74.4375,272.062,-0.509094,0.324707,-0.630066,-0.489929
121.812,-1.3125,122.875,-5.18,12.44,0,-90.9375,-73.25,272,-0.507446,0.324707,-0.630066,-0.489929
127.812,33.9375,220.625,-5.67,13.91,-1.9,-92.9375,-71.0625,270.938,-0.499939,0.308777,-0.6427,-0.491577
149.25,105.25,425.188,-7.29,15.22,-2.68,-96.1875,-66.9375,267.812,-0.480103,0.283569,-0.66394,-0.498291
149.25,105.25,425.188,-9.5,16.45,-1.51,-98.625,-62.6875,264.625,-0.459473,0.257874,-0.705505,-0.511597
159.312,111.312,503.125,-15.85,18.18,3.83,-100.625,-57.6875,260.688,-0.434631,0.227112,-0.724609,-0.521851
119.125,116.375,549.938,-18.79,18.84,4.56,-101.875,-52.25,255.688,-0.405762,0.165161,-0.739319,-0.532776
73.3125,107.688,517.562,-19.39,18.99,3.79,-102.5,-47.1875,250.562,-0.377197,0.165161,-0.739319,-0.532776
27.5,93.25,478.188,-16.45,18.11,3.63,-102.688,-42.4375,245.438,-0.349915,0.138489,-0.749573,-0.544556
-15.625,93.8125,462.75,-9.38,16.56,2.84,-102.438,-37.875,240,-0.322266,0.113892,-0.756409,-0.572388
-54.5,105.375,468.188,-7.21,16.26,1.7,-101.938,-33.25,234.125,-0.292725,0.0671387,-0.762207,-0.588501
-86.9375,115.312,480.875,-5.65,16.23,0.65,-101.188,-28.4375,227.812,-0.261108,0.0671387,-0.762207,-0.588501
-111.438,118.562,492.25,-4.93,16.31,-0.37,-100.25,-23.5625,221.25,-0.22821,0.0437622,-0.761353,-0.605286
-128.562,105.75,496.188,-5.3,14.84,-1.24,-99.0625,-18.6875,214.812,-0.195374,0.0197144,-0.757935,-0.622131
-132.625,88.8125,491.188,-5.69,14.09,-2.52,-97.8125,-13.875,208.688,-0.163452,-0.00488281,-0.746216,-0.651611
-120.938,75.625,469.688,-6.44,12.97,-3.24,-96.6875,-9.25,203.062,-0.133301,-0.0289307,-0.73938,-0.662842
-107.062,58.0625,426.188,-6.93,9.02,-2.36,-95.6875,-5.0625,198.188,-0.106384,-0.0513916,-0.732605,-0.671814
-93.5625,49.125,367.688,-6.85,7.49,-2.75,-94.75,-1.5,194.062,-0.0830688,-0.0707397,-0.732605,-0.671814
-75.5,50,297.938,-6.42,6.16,-3.31,-94,1.375,190.688,-0.0634766,-0.0857544,-0.726685,-0.67865
-53.3125,53.9375,224.5,-4.89,4.79,-3.52,-93.5,3.5625,187.938,-0.0476685,-0.0961304,-0.719238,-0.686279
-29.4375,60.75,162.938,-0.94,2.54,-3.77,-93.1875,5.1875,185.75,-0.03479,-0.105591,-0.718079,-0.6875
-5.375,68.1875,117.312,0.57,1.56,-3.56,-93.0625,6.3125,183.938,-0.0239258,-0.105591,-0.718079,-0.6875
16.875,74.875,82.75,1.24,0.93,-3.32,-93.125,7.1875,182.375,-0.0144043,-0.106262,-0.718445,-0.687256
35.6875,83.5,51,1.07,0.68,-2.73,-93.375,7.6875,181,-0.00604248,-0.104553,-0.720154,-0.685852
46.9375,86.8125,14.5625,-0.39,0.39,-1.13,-93.75,7.875,179.875,0.000488281,-0.100464,-0.725891,-0.681396
49.9375,84.625,-31.5,-0.93,0.24,-0.78,-94.125,7.6875,179.25,0.00427246,-0.0936279,-0.729309,-0.679077
48.8125,88,-88.75,-1.42,0.22,-0.52,-94.4375,6.875,179.125,0.00494385,-0.0830688,-0.73291,-0.676941
46.0625,97.125,-154.062,-1.52,0.27,-0.46,-94.8125,5.4375,179.562,0.00238037,-0.0679932,-0.73291,-0.676941
43.625,106.562,-220.562,-1.83,1.04,-0.45,-95.125,3.4375,180.562,-0.00335693,-0.0482178,-0.736511,-0.674744
40,107.875,-283.125,-1.94,1.66,-0.33,-95.4375,0.8125,182.125,-0.0126343,-0.0244751,-0.739685,-0.672363
35.5,101.375,-334.312,-1.62,2.53,-0.2,-95.8125,-2.25,184.25,-0.0252075,0.00213623,-0.74353,-0.666748
28.6875,88.6875,-368.438,-0.86,3.37,-0.11,-96.1875,-5.75,186.938,-0.0404663,0.0301514,-0.74353,-0.666748
17.875,75.25,-385.125,0.93,4.13,0.66,-96.5,-9.375,189.875,-0.0574341,0.0585327,-0.743408,-0.663757
0,63.5,-392.562,0.79,4.01,1.23,-96.6875,-13.0625,193,-0.0753784,0.0866699,-0.741394,-0.661194
-23.375,50.25,-401.5,-0.7,3.88,1.54,-96.75,-16.875,196.25,-0.0944214,0.114685,-0.737,-0.658142
-46.4375,29,-422.062,-5.51,4.2,1.11,-96.5625,-20.875,199.875,-0.115601,0.142883,-0.730103,-0.657104
-64.0625,1.5625,-459,-7.57,4.74,0.62,-96.125,-25.3125,204.062,-0.140137,0.171753,-0.720459,-0.655396
-74.1875,-24.8125,-502.938,-8.89,6.14,0.28,-95.5625,-30.125,208.75,-0.168335,0.20166,-0.70813,-0.655396
